,Provincias,Ramas de actividad,periodo,Total
1503,45 Toledo,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2.364.247
1504,45 Toledo,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2.264.575
1505,45 Toledo,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2.264.943
1506,45 Toledo,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3.104.673
1507,45 Toledo,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2.997.672
1508,45 Toledo,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3.095.945
1509,45 Toledo,Valor añadido bruto total,2021,11.995.787
1510,45 Toledo,Valor añadido bruto total,2020,11.180.006
1511,45 Toledo,Valor añadido bruto total,2019,11.947.738
1512,45 Toledo,Impuestos netos sobre los productos,2021,1.263.055
1513,45 Toledo,Impuestos netos sobre los productos,2020,1.072.182
1514,45 Toledo,Impuestos netos sobre los productos,2019,1.225.786
1515,45 Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,13.258.842
1516,45 Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,12.252.188
1517,45 Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,13.173.524
1518,46 Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,61.410.589
1519,46 Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,56.547.166
1520,46 Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,62.157.518
1521,46 Valencia/València,"A. Agricultura, ganadería, silvicultura y pesca",2021,1.216.902
1522,46 Valencia/València,"A. Agricultura, ganadería, silvicultura y pesca",2020,1.284.395
1523,46 Valencia/València,"A. Agricultura, ganadería, silvicultura y pesca",2019,1.164.377
1524,46 Valencia/València,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,11.624.507
1525,46 Valencia/València,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,10.606.333
1526,46 Valencia/València,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,11.315.325
1527,46 Valencia/València,C. - De las cuales: Industria manufacturera,2021,8.488.474
1528,46 Valencia/València,C. - De las cuales: Industria manufacturera,2020,7.838.058
1529,46 Valencia/València,C. - De las cuales: Industria manufacturera,2019,8.396.005
1530,46 Valencia/València,F. Construcción,2021,3.179.743
1531,46 Valencia/València,F. Construcción,2020,3.130.198
1532,46 Valencia/València,F. Construcción,2019,3.561.297
1533,46 Valencia/València,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,13.611.449
1534,46 Valencia/València,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,11.712.754
1535,46 Valencia/València,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,14.663.218
1536,46 Valencia/València,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,13.769.682
1537,46 Valencia/València,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,12.974.034
1538,46 Valencia/València,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,13.130.021
1539,46 Valencia/València,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,12.158.250
1540,46 Valencia/València,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,11.891.038
1541,46 Valencia/València,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,12.539.573
1542,46 Valencia/València,Valor añadido bruto total,2021,55.560.533
1543,46 Valencia/València,Valor añadido bruto total,2020,51.598.752
1544,46 Valencia/València,Valor añadido bruto total,2019,56.373.811
1545,46 Valencia/València,Impuestos netos sobre los productos,2021,5.850.056
1546,46 Valencia/València,Impuestos netos sobre los productos,2020,4.948.414
1547,46 Valencia/València,Impuestos netos sobre los productos,2019,5.783.707
1548,46 Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,61.410.589
1549,46 Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,56.547.166
1550,46 Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,62.157.518
1551,47 Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,14.293.892
1552,47 Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,13.541.411
1553,47 Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,14.635.137
1554,47 Valladolid,"A. Agricultura, ganadería, silvicultura y pesca",2021,552.661
1555,47 Valladolid,"A. Agricultura, ganadería, silvicultura y pesca",2020,526.934
1556,47 Valladolid,"A. Agricultura, ganadería, silvicultura y pesca",2019,435.167
1557,47 Valladolid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,3.213.771
1558,47 Valladolid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,3.004.600
1559,47 Valladolid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,3.208.945
1560,47 Valladolid,C. - De las cuales: Industria manufacturera,2021,2.592.996
1561,47 Valladolid,C. - De las cuales: Industria manufacturera,2020,2.468.979
1562,47 Valladolid,C. - De las cuales: Industria manufacturera,2019,2.778.463
1563,47 Valladolid,F. Construcción,2021,656.713
1564,47 Valladolid,F. Construcción,2020,709.282
1565,47 Valladolid,F. Construcción,2019,721.013
1566,47 Valladolid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2.448.567
1567,47 Valladolid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2.170.702
1568,47 Valladolid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2.675.110
1569,47 Valladolid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2.781.737
1570,47 Valladolid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2.670.005
1571,47 Valladolid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2.748.889
1572,47 Valladolid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3.278.787
1573,47 Valladolid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3.274.887
1574,47 Valladolid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3.484.225
1575,47 Valladolid,Valor añadido bruto total,2021,12.932.236
1576,47 Valladolid,Valor añadido bruto total,2020,12.356.410
1577,47 Valladolid,Valor añadido bruto total,2019,13.273.349
1578,47 Valladolid,Impuestos netos sobre los productos,2021,1.361.656
1579,47 Valladolid,Impuestos netos sobre los productos,2020,1.185.001
1580,47 Valladolid,Impuestos netos sobre los productos,2019,1.361.788
1581,47 Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,14.293.892
1582,47 Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,13.541.411
1583,47 Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,14.635.137
1584,49 Zamora,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3.582.273
1585,49 Zamora,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3.226.677
1586,49 Zamora,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3.514.472
1587,49 Zamora,"A. Agricultura, ganadería, silvicultura y pesca",2021,324.073
1588,49 Zamora,"A. Agricultura, ganadería, silvicultura y pesca",2020,294.975
1589,49 Zamora,"A. Agricultura, ganadería, silvicultura y pesca",2019,259.587
1590,49 Zamora,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,375.372
1591,49 Zamora,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,231.794
1592,49 Zamora,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,251.556
1593,49 Zamora,C. - De las cuales: Industria manufacturera,2021,144.241
1594,49 Zamora,C. - De las cuales: Industria manufacturera,2020,146.061
1595,49 Zamora,C. - De las cuales: Industria manufacturera,2019,154.996
1596,49 Zamora,F. Construcción,2021,207.739
1597,49 Zamora,F. Construcción,2020,241.266
1598,49 Zamora,F. Construcción,2019,310.611
1599,49 Zamora,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,694.504
1600,49 Zamora,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,576.069
1601,49 Zamora,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,723.264
1602,49 Zamora,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,703.946
1603,49 Zamora,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,680.737
1604,49 Zamora,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,693.019
1605,49 Zamora,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,935.387
1606,49 Zamora,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,919.471
